person_id,trip_id,trip_purpose,mode_detailed,travel_time_min,distance_km,departure_hour,weekday,is_holiday,age_band,gender,income_quintile,has_driving_license,n_cars_household,weight_trip,weight_person,city,is_peak,chosen_mode,n_transfers,has_transfer,n_legs
2023014145,2023164576,1,10,27.0,8.04672,8,5,3,7,2,5,1,1,0.67431445631255,0.66400029650548,London,1,pt,1,1,2
2023015101,2023176165,1,2,10.0,1.609344,8,5,3,9,1,1,1,1,0.49025927165849,0.47740541662967,London,1,bike,0,0,1
2023003196,2023036999,1,7,30.0,6.437376,9,3,4,7,2,1,0,1,1.55608932215223,1.20421713682957,London,1,pt,0,0,1
2023006428,2023073661,1,10,30.0,4.828032,9,4,3,6,1,5,0,0,1.67634561954054,1.68461305879176,London,1,pt,0,0,1
2023000976,2023011318,1,10,15.0,1.609344,9,1,4,5,2,5,1,0,1.37013584836522,1.3968154807371,London,1,pt,0,0,1
2023010581,2023121894,1,13,8.0,1.609344,9,5,3,6,1,4,1,1,1.0918804546355,0.97815020387127,London,1,pt,0,0,1
2023016697,2023193763,1,3,5.0,0.804672,9,1,3,5,2,2,1,2,0.74421564656323,0.76771522433776,London,1,car,0,0,1
2023001613,2023018872,1,7,30.0,4.828032,10,2,3,7,2,2,1,1,1.9667920547753,1.7959153948711,London,0,pt,0,0,1
2023007448,2023085791,1,3,5.0,3.218688,10,5,3,4,2,4,1,1,1.38192903644743,1.33812428944568,London,0,car,0,0,1
2023003985,2023045168,1,7,60.0,12.874752,10,3,3,6,1,2,1,1,1.68551982637654,1.34315397641891,London,0,pt,0,0,1
2023006892,2023079660,1,7,15.0,1.609344,10,5,3,8,1,2,0,1,0.6524626523491,0.80967453562859,London,0,pt,0,0,1
2023007373,2023085061,1,3,30.0,14.484096000000001,12,1,4,9,1,4,1,1,0.92260645150747,1.05860111184875,London,0,car,0,0,1
2023001969,2023022994,1,3,15.0,4.828032,12,3,3,8,1,4,1,1,0.89398039202607,0.91523916806334,London,0,car,0,0,1
2023002170,2023025041,1,10,35.0,16.09344,12,2,3,5,2,5,0,0,1.08756568979428,1.11519796120695,London,0,pt,1,1,2
2023011618,2023134898,1,3,25.0,17.702784,14,2,3,9,1,3,1,2,0.61750885434032,0.66428604188309,London,0,car,0,0,1
2023002889,2023033458,1,2,15.0,2.414016,14,4,3,6,2,4,0,1,1.22071593909605,1.10640709120675,London,0,bike,0,0,1
2023000187,2023002182,1,7,60.0,12.874752,16,2,3,7,2,4,0,1,0.69363053899805,0.75547323081436,London,1,pt,0,0,1
2023011236,2023130778,1,7,35.0,3.218688,17,2,3,5,2,4,0,0,1.26870703456747,1.24278048227289,London,1,pt,0,0,1
2023010942,2023126731,1,3,45.0,16.09344,17,3,3,8,1,5,1,1,0.767738604294,0.87361004758618,London,1,car,0,0,1
2023005255,2023059954,1,7,80.0,19.312128,17,4,3,6,2,4,0,0,1.31671830645003,1.24296145158613,London,1,pt,0,0,1
2023000020,2023000216,1,3,60.0,24.14016,17,1,3,5,2,2,1,1,1.33176630249284,1.18592629137997,London,1,car,0,0,1
2023003771,2023042888,1,10,60.0,27.358848000000002,17,3,3,6,1,5,1,1,0.85392889664866,0.89817708616906,London,1,pt,0,0,1
2023013091,2023151956,1,3,30.0,5.3108352,18,4,3,5,2,3,1,3,1.32134086286931,1.03644713326721,London,1,car,0,0,1
2023005660,2023064610,1,3,15.0,1.609344,18,4,3,7,2,2,1,1,3.2475528222264,2.30916619897713,London,1,car,0,0,1
2023014394,2023167721,1,2,30.0,6.437376,18,1,3,7,1,5,1,0,1.35263850584686,1.35088945740059,London,1,bike,0,0,1
2023003246,2023037358,1,10,60.0,24.14016,18,5,3,8,2,5,1,0,1.36086490164137,1.15349852122638,London,1,pt,0,0,1
2023007192,2023083141,1,10,45.0,27.358848000000002,19,2,4,7,1,4,1,1,0.80189000029789,0.85448972004691,London,1,pt,0,0,1
2023005256,2023059966,1,10,20.0,4.828032,19,4,3,6,1,4,1,0,1.31671830645003,1.24296145158613,London,1,pt,0,0,1
2023006432,2023073694,1,7,45.0,4.828032,20,3,3,8,1,1,0,1,1.71155248349484,1.55988982497386,London,0,pt,0,0,1
2023003976,2023045056,1,3,30.0,9.977932800000001,21,4,3,9,2,4,1,1,0.97090524888429,0.92500200558976,London,0,car,0,0,1
2023007960,2023091232,1,3,30.0,24.14016,22,1,4,5,1,5,0,1,1.05662608645648,0.92550041869559,London,0,car,0,0,1
2023014198,2023165160,1,3,15.0,3.218688,-1,2,3,9,1,3,1,2,0.76032761279184,0.80034326866741,London,0,car,0,0,1
2023013673,2023159065,1,2,44.0,16.2543744,5,3,3,7,1,4,1,1,0.54305812454796,0.5351316798242,London,0,bike,0,0,1
2023013102,2023152121,1,10,40.0,16.09344,6,5,4,6,1,2,0,0,1.12859309147757,0.83669417348474,London,1,pt,0,0,1
2023016811,2023195306,1,3,30.0,17.702784,6,1,3,8,1,4,1,2,1.10794540789137,1.0756195113304,London,1,car,0,0,1
2023011132,2023129386,1,10,45.0,12.07008,7,3,3,8,1,5,1,2,0.37493735342336,0.40142836679129,London,1,pt,0,0,1
2023013102,2023152109,1,10,40.0,16.09344,7,2,4,6,1,2,0,0,1.0215362072419,0.83669417348474,London,1,pt,0,0,1
2023014376,2023167564,1,2,25.0,6.437376,7,2,3,7,1,5,1,0,1.11070475100501,1.08495690868281,London,1,bike,0,0,1
2023004680,2023053571,1,7,90.0,12.874752,7,1,3,8,2,3,0,0,0.90060256193077,0.8648166222611,London,1,pt,0,0,1
2023004696,2023053740,1,10,60.0,16.09344,7,5,3,7,1,1,1,1,1.43263216157703,1.30119061222678,London,1,pt,0,0,1
2023005256,2023059961,1,10,22.0,4.828032,7,2,3,6,1,4,1,0,1.31671830645003,1.24296145158613,London,1,pt,0,0,1
2023017126,2023199097,1,10,45.0,9.8169984,7,1,3,5,2,5,0,0,1.30968588020602,1.26318781446793,London,1,pt,0,0,1
2023012512,2023144784,1,10,30.0,4.828032,7,3,3,6,1,5,1,1,0.85946591251547,0.59023916009319,London,1,pt,0,0,1
2023003222,2023037160,1,10,60.0,16.09344,7,3,3,5,1,2,1,1,2.12452220407175,1.64191025891077,London,1,pt,0,0,1
2023001697,2023019596,1,3,25.0,9.656064,7,2,3,7,2,5,1,2,1.03787336446115,1.09318847283575,London,1,car,0,0,1
2023016388,2023190577,1,3,75.0,24.14016,8,3,3,8,2,1,1,1,1.16560312498392,1.14113421005076,London,1,car,0,0,1
2023014377,2023167590,1,2,25.0,8.04672,8,5,3,7,2,5,1,0,1.11070475100501,1.08495690868281,London,1,bike,0,0,1
2023016711,2023193968,1,7,30.0,4.02336,8,3,3,4,1,4,0,3,0.83773393958827,0.95964331830754,London,1,pt,1,1,2
2023011834,2023137534,1,7,20.0,4.828032,8,1,4,5,2,1,0,0,0.95772872917121,0.75997566236551,London,1,pt,0,0,1
2023016829,2023195450,1,10,50.0,25.749504,8,5,3,5,2,2,0,1,1.07617415009841,1.15625075519373,London,1,pt,1,1,2
2023007188,2023083113,1,10,53.0,20.921472,8,4,3,6,2,5,0,1,0.81892914955644,0.81239461373688,London,1,pt,1,1,2
2023007976,2023091373,1,10,39.0,12.07008,8,5,4,8,2,3,1,3,0.6642351520501,0.61042041462325,London,1,pt,2,1,3
2023015293,2023178404,1,10,75.0,16.09344,8,5,3,6,1,4,1,0,1.52084019005849,1.38432001747334,London,1,pt,0,0,1
2023008435,2023096051,1,10,35.0,19.312128,9,4,4,6,2,5,1,1,0.64201212188636,0.69495224780172,London,1,pt,0,0,1
2023009904,2023113294,1,3,30.0,12.874752,9,3,3,7,1,4,1,2,0.71746515327244,0.72205240837695,London,1,car,0,0,1
2023016697,2023193784,1,3,5.0,0.804672,9,4,3,5,2,2,1,2,0.82220936597882,0.76771522433776,London,1,car,0,0,1
2023000994,2023011511,1,7,20.0,1.609344,9,4,4,5,2,1,0,0,2.10369258335777,1.96209633334716,London,1,pt,0,0,1
2023009317,2023106394,1,10,25.0,9.656064,9,2,4,5,2,4,0,0,1.03232827269105,1.0473232230032,London,1,pt,0,0,1
2023001613,2023018876,1,3,20.0,4.828032,10,3,3,7,2,2,1,1,1.9667920547753,1.7959153948711,London,0,car,0,0,1
2023006271,2023071652,1,7,69.0,5.632704,10,2,3,6,2,1,0,0,1.37803649378658,1.36804094906523,London,0,pt,0,0,1
2023008130,2023092845,1,3,30.0,4.184294400000001,13,3,4,8,1,4,1,1,1.52008132157798,1.29386736316652,London,0,car,0,0,1
2023006432,2023073689,1,7,30.0,4.828032,13,1,3,8,1,1,0,1,1.71155248349484,1.55988982497386,London,0,pt,0,0,1
2023017005,2023197334,1,7,20.0,3.218688,15,1,3,9,2,1,0,0,0.83751135012043,0.78814924209272,London,0,pt,0,0,1
2023002834,2023032959,1,10,30.0,14.484096000000001,15,3,4,8,1,5,1,1,1.07495083552847,1.09884070742039,London,0,pt,0,0,1
2023013673,2023159072,1,2,48.0,16.2543744,15,5,3,7,1,4,1,1,0.54305812454796,0.5351316798242,London,0,bike,0,0,1
2023015764,2023183310,1,7,30.0,8.04672,15,2,3,5,2,5,0,3,1.0253614067426,1.01551073735886,London,0,pt,0,0,1
2023009903,2023113279,1,3,20.0,8.04672,16,3,3,6,2,4,1,2,0.71746515327244,0.72205240837695,London,1,car,0,0,1
2023008164,2023093167,1,10,30.0,3.218688,16,1,4,5,2,5,1,0,1.23190603656941,1.20294343887306,London,1,pt,0,0,1
2023003376,2023038522,1,3,15.0,3.218688,16,3,4,7,2,4,1,2,0.8617160816121,0.91512640178769,London,1,car,0,0,1
2023008423,2023095916,1,3,15.0,3.218688,17,2,4,5,1,4,1,2,1.28106998408579,0.994958133773,London,1,car,0,0,1
2023000020,2023000210,1,3,60.0,24.14016,17,5,3,5,2,2,1,1,1.20543666965034,1.18592629137997,London,1,car,0,0,1
2023016698,2023193801,1,3,45.0,9.656064,17,4,3,6,1,2,1,2,0.82220936597882,0.76771522433776,London,1,car,0,0,1
2023011920,2023138395,1,7,60.0,8.04672,17,2,3,8,1,5,1,1,1.21552904306472,1.1795821051458,London,1,pt,0,0,1
2023002846,2023033072,1,7,50.0,8.04672,17,4,3,4,1,4,0,1,1.28876128039484,1.26772197046404,London,1,pt,0,0,1
2023009923,2023113383,1,3,60.0,17.702784,17,1,3,9,2,3,1,1,0.79854876267448,0.88059341874801,London,1,car,0,0,1
2023008600,2023097919,1,3,60.0,11.587276800000001,17,2,4,6,2,5,1,2,0.85420680281218,0.87145931139142,London,1,car,0,0,1
2023012226,2023141805,1,10,30.0,9.0123264,17,3,3,5,2,4,1,0,1.66301990497838,1.46914996433669,London,1,pt,0,0,1
2023001613,2023018874,1,3,30.0,4.828032,17,2,3,7,2,2,1,1,1.9667920547753,1.7959153948711,London,1,car,0,0,1
2023014383,2023167644,1,10,30.0,3.218688,17,3,3,6,2,5,1,0,1.12707252397304,1.1008698978544,London,1,pt,0,0,1
2023000082,2023000754,1,7,30.0,4.02336,17,3,3,6,2,1,1,1,0.87654738061473,0.98506637903918,London,1,pt,0,0,1
2023014384,2023167650,1,10,30.0,4.828032,17,3,3,6,2,5,1,0,1.12707252397304,1.1008698978544,London,1,pt,0,0,1
2023010303,2023118289,1,7,60.0,16.09344,18,2,3,4,1,5,0,1,0.85836234085946,0.732045400974,London,1,pt,0,0,1
2023014380,2023167619,1,10,60.0,11.265408,18,4,3,5,2,4,1,0,1.33402103792447,1.42817338756057,London,1,pt,0,0,1
2023000325,2023003704,1,3,45.0,17.702784,18,1,3,5,2,5,1,2,1.07355324954498,1.14280011246131,London,1,car,0,0,1
2023015283,2023178343,1,10,40.0,16.09344,18,2,3,5,1,5,1,0,1.62633060935731,1.33525711636483,London,1,pt,0,0,1
2023003987,2023045173,1,3,35.0,11.265408,18,1,3,8,1,3,1,1,1.08455227893743,1.1242362948548,London,1,car,0,0,1
2023007458,2023085876,1,3,35.0,16.09344,19,2,4,5,1,5,1,3,2.21351777385932,2.00433173645806,London,1,car,0,0,1
2023003964,2023044912,1,3,30.0,16.09344,21,2,3,6,1,3,1,2,1.10782485840054,1.06683468313771,London,0,car,0,0,1
2023008155,2023093121,1,10,27.0,8.04672,-1,1,4,8,2,5,0,1,1.11808686301345,0.97105379387695,London,0,pt,0,0,1
2023016717,2023194070,1,3,15.0,16.09344,5,1,3,8,1,1,1,2,0.58690631426626,0.60748357880232,London,0,car,0,0,1
2023015751,2023183249,1,3,45.0,19.312128,5,1,3,6,1,1,1,1,0.8471226697123,0.75543297050456,London,0,car,0,0,1
2023012535,2023144942,1,10,90.0,24.14016,6,4,3,5,2,2,0,0,0.92488623591218,0.84372222047161,London,1,pt,0,0,1
2023005667,2023064646,1,3,60.0,16.09344,6,2,3,8,1,4,1,1,1.71939069565497,1.35879862511322,London,1,car,0,0,1
2023002371,2023027371,1,3,40.0,8.04672,6,5,3,6,1,3,1,1,1.08618820623677,1.16090166610751,London,1,car,0,0,1
2023000187,2023002183,1,7,60.0,12.874752,6,3,3,7,2,4,0,1,0.69363053899805,0.75547323081436,London,1,pt,0,0,1
2023003206,2023037065,1,3,30.0,8.04672,7,4,4,6,1,1,1,1,1.75736982523816,1.67239199422608,London,1,car,0,0,1
2023003987,2023045170,1,3,30.0,11.265408,7,1,3,8,1,3,1,1,1.08455227893743,1.1242362948548,London,1,car,0,0,1
2023012229,2023141829,1,2,30.0,4.828032,7,2,3,6,2,4,1,0,1.23234940259271,1.13290741173158,London,1,bike,0,0,1
2023012692,2023146964,1,2,28.0,11.104473600000002,7,3,3,6,1,5,1,1,1.01214695798775,0.90463500937502,London,1,bike,0,0,1
2023008428,2023095963,1,10,60.0,18.909792000000003,8,1,4,5,2,3,1,3,0.4859766834556,0.45301140420496,London,1,pt,3,1,4
2023015092,2023176068,1,10,30.0,3.218688,8,3,3,7,2,4,1,1,0.70535853594507,0.69602116938743,London,1,pt,0,0,1
2023000975,2023011314,1,10,30.0,4.02336,8,5,4,5,2,5,1,0,1.42870971140437,1.3968154807371,London,1,pt,0,0,1
2023005266,2023060100,1,10,44.0,14.8059648,8,4,3,7,1,5,1,2,1.04447014973104,1.10826415734204,London,1,pt,2,1,3
2023005660,2023064611,1,3,15.0,1.609344,8,5,3,7,2,2,1,1,3.44080039541898,2.30916619897713,London,1,car,0,0,1
2023013089,2023151928,1,10,30.0,8.2076544,9,2,3,8,1,3,1,3,1.32134086286931,1.03644713326721,London,1,pt,1,1,2
2023009316,2023106372,1,10,30.0,10.0584,9,4,4,6,1,4,0,0,0.99000515108463,1.0473232230032,London,1,pt,1,1,2
2023017125,2023199091,1,7,40.0,9.3341952,10,4,3,6,2,5,0,0,1.36567548259692,1.26318781446793,London,0,pt,1,1,2
2023013104,2023152153,1,10,30.0,3.218688,11,4,4,6,2,2,0,0,1.06520729428331,0.83669417348474,London,0,pt,0,0,1
2023015294,2023178416,1,10,64.0,21.30771456,13,5,3,5,2,4,0,0,1.52084019005849,1.38432001747334,London,0,pt,2,1,3
2023000210,2023002400,1,3,45.0,17.702784,14,3,3,5,2,1,1,2,1.12537327406129,1.24076904187802,London,0,car,0,0,1
2023012501,2023144715,1,10,30.0,4.828032,14,2,3,5,2,4,0,0,1.54814062889887,1.32813881821462,London,0,pt,0,0,1
2023014228,2023165515,1,3,75.0,24.14016,15,2,3,8,1,2,1,1,1.06714112425346,0.74863684801882,London,0,car,0,0,1
2023000004,2023000065,1,3,30.0,16.09344,15,5,3,8,1,3,1,2,1.01485190240158,0.97713206611482,London,0,car,0,0,1
2023002831,2023032936,1,7,40.0,4.828032,15,2,3,5,2,2,1,1,2.18875474161205,1.8359195811211,London,0,pt,0,0,1
2023006275,2023071696,1,8,95.0,20.760537600000003,15,2,3,9,2,4,1,1,0.62927539404882,0.68099398323394,London,0,pt,1,1,2
2023003367,2023038478,1,7,30.0,4.828032,16,4,3,6,2,1,0,1,0.84167473032978,0.88493218159036,London,1,pt,0,0,1
2023008138,2023092897,1,10,32.0,8.368588800000001,16,5,3,5,2,1,1,0,2.29799937055672,1.87225093854753,London,1,pt,2,1,3
2023016710,2023193951,1,3,30.0,14.484096000000001,16,3,3,4,1,4,1,3,0.83773393958827,0.95964331830754,London,1,car,0,0,1
2023007949,2023091157,1,3,70.0,25.749504,16,5,4,5,1,2,1,1,1.27204845819028,1.07676474162398,London,1,car,0,0,1
2023003965,2023044938,1,10,80.0,22.530816,16,5,3,6,2,3,1,2,1.10782485840054,1.06683468313771,London,1,pt,1,1,2
2023001614,2023018905,1,10,45.0,9.656064,16,5,3,5,2,2,0,1,2.17291164978429,1.7959153948711,London,1,pt,1,1,2
2023016691,2023193693,1,3,10.0,4.02336,17,2,3,8,1,4,1,1,0.96388408417978,0.97430013721733,London,1,car,0,0,1
2023015751,2023183254,1,3,60.0,19.312128,17,3,3,6,1,1,1,1,0.8471226697123,0.75543297050456,London,1,car,0,0,1
2023007456,2023085870,1,3,15.0,4.828032,18,5,4,8,2,5,1,3,2.21351777385932,2.00433173645806,London,1,car,0,0,1
2023003988,2023045195,1,7,25.0,6.437376,18,3,3,8,2,3,1,1,1.08455227893743,1.1242362948548,London,1,pt,0,0,1
2023000008,2023000091,1,3,45.0,12.874752,18,4,3,8,1,5,1,2,1.01170331380427,1.07652029520778,London,1,car,0,0,1
2023008087,2023092497,1,2,30.0,4.828032,18,4,4,6,1,5,1,1,0.80695705179066,0.74114172877384,London,1,bike,0,0,1
2023004681,2023053592,1,7,45.0,8.04672,18,5,3,6,2,3,1,0,0.93910368660258,0.8648166222611,London,1,pt,0,0,1
2023002849,2023033095,1,10,45.0,10.782604800000001,18,1,3,9,1,5,1,2,1.2217015103672,1.19057078430956,London,1,pt,0,0,1
2023009628,2023109708,1,10,30.0,6.437376,18,4,4,5,1,4,1,0,1.83751988137803,1.4716210771694,London,1,pt,0,0,1
2023004696,2023053731,1,10,60.0,16.09344,19,1,2,7,1,1,1,1,1.37389748696269,1.30119061222678,London,1,pt,0,0,1
2023003244,2023037340,1,7,30.0,3.218688,19,4,4,7,1,5,1,0,1.18609720571586,1.06951097682312,London,1,pt,0,0,1
2023015088,2023176045,1,7,55.0,6.437376,20,1,3,8,1,1,0,0,0.67177285193131,0.72626760245332,London,0,pt,0,0,1
2023000191,2023002210,1,13,28.0,11.7482112,4,1,3,8,1,4,0,1,0.79186186758639,0.87256413201711,London,0,pt,2,1,3
2023007455,2023085853,1,2,10.0,1.609344,5,3,4,8,1,5,0,3,2.21351777385932,2.00433173645806,London,0,bike,0,0,1
2023015393,2023179486,1,3,30.0,24.14016,6,4,3,8,1,4,1,1,1.06224614619551,1.00348941732929,London,1,car,0,0,1
2023015393,2023179484,1,3,30.0,24.14016,6,3,3,8,1,4,1,1,1.06224614619551,1.00348941732929,London,1,car,0,0,1
2023003976,2023045057,1,3,30.0,9.977932800000001,6,5,3,9,2,4,1,1,0.97090524888429,0.92500200558976,London,1,car,0,0,1
2023015294,2023178411,1,10,69.0,22.27332096,7,3,3,5,2,4,0,0,1.52084019005849,1.38432001747334,London,1,pt,2,1,3
2023012215,2023141700,1,3,50.0,9.656064,7,5,3,6,1,5,1,2,0.87316587798919,0.7465645193962,London,1,car,0,0,1
2023001855,2023021624,1,3,20.0,7.563916800000001,7,3,3,8,2,1,1,1,1.04463145808913,1.07033183753998,London,1,car,0,0,1
2023011929,2023138421,1,3,15.0,3.218688,7,1,3,6,1,4,1,1,1.21682260740699,1.25111829551973,London,1,car,0,0,1
2023003987,2023045183,1,3,30.0,11.265408,7,5,3,8,1,3,1,1,1.08455227893743,1.1242362948548,London,1,car,0,0,1
2023008074,2023092390,1,7,60.0,8.04672,7,1,4,5,2,5,1,0,1.15284691004945,1.18685511957602,London,1,pt,0,0,1
2023012983,2023150517,1,10,50.0,16.737177600000003,7,1,3,7,1,5,1,1,0.69416211973902,0.67607603708703,London,1,pt,0,0,1
2023015955,2023185296,1,3,15.0,4.828032,8,5,4,6,2,3,1,1,0.78239447811205,0.77099454983086,London,1,car,0,0,1
2023006209,2023070825,1,7,40.0,9.656064,8,5,3,5,1,1,0,1,2.20847693781956,1.89210160612461,London,1,pt,0,0,1
2023000101,2023000894,1,3,37.0,11.7482112,8,1,3,7,2,3,1,2,1.12084201496003,1.18442338912006,London,1,car,0,0,1
2023014023,2023163214,1,3,30.0,17.702784,8,1,3,7,1,4,1,2,0.710795537232,0.77808833624485,London,1,car,0,0,1
2023014022,2023163204,1,3,30.0,17.702784,8,1,3,6,2,4,1,2,0.710795537232,0.77808833624485,London,1,car,0,0,1
2023006231,2023070971,1,10,45.0,9.977932800000001,8,1,3,7,2,1,0,0,0.99727745730513,0.92364702157556,London,1,pt,1,1,2
2023004053,2023045971,1,10,35.0,9.977932800000001,8,1,3,7,2,4,1,1,1.63417543638466,1.45305038923539,London,1,pt,1,1,2
2023003249,2023037370,1,10,60.0,12.874752,8,2,4,9,1,3,0,0,0.85391995592348,0.87027863180421,London,1,pt,1,1,2
2023011834,2023137538,1,7,20.0,4.828032,8,3,4,5,2,1,0,0,0.99867202065436,0.75997566236551,London,1,pt,0,0,1
2023011834,2023137536,1,7,20.0,4.828032,8,2,4,5,2,1,0,0,0.95772872917121,0.75997566236551,London,1,pt,0,0,1
2023003246,2023037351,1,10,60.0,24.14016,8,2,3,8,2,5,1,0,1.23177501323468,1.15349852122638,London,1,pt,0,0,1
2023001222,2023014297,1,2,15.0,4.02336,8,2,3,5,1,2,0,0,2.21790147045815,1.85058510746342,London,1,bike,0,0,1
2023014241,2023165614,1,2,35.0,2.414016,8,1,3,8,2,5,1,1,1.22179083479347,1.24758605688286,London,1,bike,0,0,1
2023014241,2023165604,1,2,30.0,2.414016,9,5,3,8,2,5,1,1,1.17170017715433,1.24758605688286,London,1,bike,0,0,1
2023001927,2023022595,1,2,25.0,7.4029824,9,1,3,8,1,5,1,0,1.14041127646289,1.15889224884533,London,1,bike,0,0,1
2023000984,2023011401,1,2,10.0,2.414016,9,4,3,7,2,2,1,1,1.66331579832905,1.59293174359558,London,1,bike,0,0,1
2023015108,2023176253,1,10,65.0,17.702784,10,3,3,9,2,3,1,0,0.67778282337841,0.70431857949719,London,0,pt,1,1,2
2023014229,2023165528,1,7,20.0,4.828032,14,2,3,7,2,2,0,1,1.06714112425346,0.74863684801882,London,0,pt,0,0,1
2023009631,2023109721,1,10,60.0,11.265408,14,2,4,8,1,1,0,0,0.98629808900313,0.91683938035215,London,0,pt,0,0,1
2023007455,2023085852,1,2,10.0,1.609344,14,2,4,8,1,5,0,3,2.21351777385932,2.00433173645806,London,0,bike,0,0,1
2023000186,2023002162,1,3,15.0,2.414016,14,3,3,9,2,4,1,1,0.69363053899805,0.75547323081436,London,0,car,0,0,1
2023014228,2023165519,1,3,75.0,24.14016,15,4,3,8,1,2,1,1,1.11276183998763,0.74863684801882,London,0,car,0,0,1
2023004471,2023051072,1,3,35.0,17.702784,15,5,3,7,2,3,1,2,1.11577536943617,1.2257159883967,London,0,car,0,0,1
2023001121,2023012970,1,10,18.0,8.04672,15,5,3,7,1,3,1,1,0.93130611613159,1.08068899222399,London,0,pt,0,0,1
2023008609,2023098050,1,3,30.0,32.18688,16,3,4,8,2,4,1,1,0.8120850317123,0.8600979342539,London,1,car,0,0,1
2023015492,2023180412,1,3,45.0,20.921472,16,1,3,8,1,1,1,1,1.57518595277065,1.30845596898774,London,1,car,0,0,1
2023000187,2023002180,1,7,60.0,12.874752,16,1,3,7,2,4,0,1,0.69363053899805,0.75547323081436,London,1,pt,0,0,1
2023016829,2023195449,1,10,50.0,25.749504,17,4,3,5,2,2,0,1,1.07617415009841,1.15625075519373,London,1,pt,1,1,2
2023015767,2023183334,1,3,20.0,4.828032,17,2,2,6,1,1,1,1,0.73686061345282,0.76865776431102,London,1,car,0,0,1
2023012492,2023144673,1,7,25.0,4.828032,17,2,3,6,1,3,0,0,1.28758069975874,1.13290741173158,London,1,pt,0,0,1
2023008480,2023096545,1,3,25.0,4.6670976,17,2,4,8,2,5,1,1,0.84969917495848,0.79341191935554,London,1,car,0,0,1
2023011435,2023133059,1,3,45.0,11.265408,17,3,3,8,1,1,1,2,0.88374590291358,0.87389316938346,London,1,car,0,0,1
2023003198,2023037028,1,7,30.0,8.04672,17,1,2,9,1,1,0,1,1.71916731512107,1.20421713682957,London,1,pt,0,0,1
2023011124,2023129304,1,10,50.0,19.312128,17,3,3,8,2,5,1,2,0.63217496644044,0.58823688106537,London,1,pt,0,0,1
2023007221,2023083409,1,10,37.0,19.312128,17,1,4,5,2,5,1,3,1.03208382279236,1.14397280395819,London,1,pt,0,0,1
2023003260,2023037445,1,10,20.0,16.09344,17,3,3,9,2,3,1,1,0.70920840280326,0.73948849458666,London,1,pt,0,0,1
2023006231,2023070966,1,10,41.0,11.587276800000001,17,5,3,7,2,1,0,0,0.90267700466743,0.92364702157556,London,1,pt,2,1,3
2023004406,2023050216,1,10,20.0,8.04672,18,4,3,6,1,5,1,1,1.30790833130514,1.20533904461749,London,1,pt,0,0,1
2023009283,2023106029,1,10,30.0,17.702784,18,4,4,5,1,3,1,0,1.12056841989903,1.00059665765789,London,1,pt,0,0,1
2023008788,2023100058,1,10,30.0,6.437376,18,3,4,6,2,1,1,0,0.98147062347435,0.88527013808408,London,1,pt,0,0,1
2023004466,2023051010,1,3,65.0,25.749504,18,2,3,7,1,4,1,1,0.84864455144269,0.85806114465141,London,1,car,0,0,1
2023001525,2023017800,1,2,30.0,7.081113600000001,18,3,4,7,2,5,1,1,1.38645986203369,1.30598325671161,London,1,bike,0,0,1
2023009316,2023106382,1,10,25.0,9.656064,18,1,2,6,1,4,0,0,0.99000515108463,1.0473232230032,London,1,pt,0,0,1
2023003206,2023037062,1,3,30.0,4.828032,18,2,4,6,1,1,1,1,1.75736982523816,1.67239199422608,London,1,car,0,0,1
2023015763,2023183302,1,7,60.0,8.04672,19,2,3,5,1,5,0,3,1.0253614067426,1.01551073735886,London,1,pt,0,0,1
2023000984,2023011406,1,2,10.0,2.414016,20,5,3,7,2,2,1,1,1.73442322309895,1.59293174359558,London,0,bike,0,0,1
2023008430,2023096000,1,3,30.0,19.794931200000004,23,2,4,7,1,1,1,1,1.01211914689134,0.80917978705519,London,0,car,0,0,1
2023000973,2023011287,1,3,15.0,8.04672,0,4,3,7,1,2,1,1,1.4953910355035,1.40925725612366,London,0,car,0,0,1
2023013083,2023151895,1,3,12.0,4.828032,-1,1,3,6,2,1,1,2,1.17654747134523,0.89011514135843,London,0,car,0,0,1
2023016394,2023190617,1,3,10.0,4.828032,5,1,3,6,1,5,1,1,1.14183827509341,1.08027569178046,London,0,car,0,0,1
2023015284,2023178354,1,10,45.0,12.874752,5,1,3,5,2,5,1,0,1.62633060935731,1.33525711636483,London,0,pt,0,0,1
2023006280,2023071721,1,3,69.0,22.530816,6,3,3,7,1,4,1,1,0.93379261047613,0.97475098676208,London,1,car,0,0,1
2023003965,2023044933,1,10,90.0,22.530816,6,3,3,6,2,3,1,2,1.10782485840054,1.06683468313771,London,1,pt,1,1,2
2023001975,2023023053,1,3,15.0,8.04672,7,2,3,9,1,5,1,1,1.21462051217744,1.14580226179841,London,1,car,0,0,1
2023001697,2023019589,1,3,40.0,9.656064,7,1,3,7,2,5,1,2,1.03787336446115,1.09318847283575,London,1,car,0,0,1
2023016702,2023193865,1,3,10.0,4.828032,7,1,3,8,2,4,1,2,0.85111731859239,0.80370767312263,London,1,car,0,0,1
2023007197,2023083235,1,10,51.0,24.4620288,7,2,3,6,2,5,1,2,0.96104303079597,0.99627332482249,London,1,pt,1,1,2
2023000004,2023000064,1,3,30.0,16.09344,7,5,3,8,1,3,1,2,1.01485190240158,0.97713206611482,London,1,car,0,0,1
2023017125,2023199090,1,7,50.0,7.7248512,7,4,3,6,2,5,0,0,1.36567548259692,1.26318781446793,London,1,pt,0,0,1
